corruption_levels,cross_margin
0.1,"(0.4751982836688535,)"
0.1,"(0.4847339080732253,)"
0.1,"(0.39638652882107045,)"
0.1,"(0.46555796552471274,)"
0.1,"(0.47429007370624465,)"
0.1,"(0.4484559712289816,)"
0.1,"(0.4758103323535478,)"
0.1,"(-0.4829854117896039,)"
0.1,"(0.45944949028277005,)"
0.1,"(0.457369454359859,)"
0.1,"(0.4832131143662895,)"
0.1,"(0.48509933711743597,)"
0.1,"(0.4866089331911833,)"
0.1,"(0.47361165338300465,)"
0.1,"(0.45653318865168724,)"
0.1,"(0.4642703891921168,)"
0.1,"(0.46876181304411085,)"
0.1,"(0.4768511473782211,)"
0.1,"(0.4420335510120813,)"
0.1,"(0.3921039311902464,)"
0.1,"(0.18563571097215642,)"
0.1,"(0.4556709330230529,)"
0.1,"(0.4417936135425769,)"
0.1,"(0.4776122652064637,)"
0.1,"(0.4448757451547035,)"
0.1,"(0.4268292870322195,)"
0.1,"(0.4719957506582021,)"
0.1,"(0.46242217793234436,)"
0.1,"(0.481839558141303,)"
0.1,"(0.4333469664592707,)"
0.1,"(0.4716139261242761,)"
0.1,"(0.462053782805073,)"
0.1,"(0.4788627155269016,)"
0.1,"(0.4749811968967807,)"
0.1,"(0.48532800698662,)"
0.1,"(0.46695563910084076,)"
0.1,"(0.4752891459010574,)"
0.1,"(0.3975575698947266,)"
0.1,"(0.47506610978020386,)"
0.1,"(0.4826762660211995,)"
0.1,"(0.47108759409048434,)"
0.1,"(0.44938576601691194,)"
0.1,"(0.32990844838163796,)"
0.1,"(0.4427934073429665,)"
0.1,"(0.4767221583806617,)"
0.1,"(0.46461831396888664,)"
0.1,"(-0.31663196333502547,)"
0.1,"(0.3114301754198504,)"
0.1,"(0.4610916170516565,)"
0.1,"(0.3448805359180926,)"
0.1,"(0.4751626166687696,)"
0.1,"(0.4495189380996435,)"
0.1,"(-0.34059706480147517,)"
0.1,"(0.40906299573034804,)"
0.1,"(0.4674959124993436,)"
0.1,"(0.45533402159438563,)"
0.1,"(0.46548029346201913,)"
0.1,"(0.47735157593337496,)"
0.1,"(0.4341036218441942,)"
0.1,"(0.4750164561746262,)"
0.1,"(0.47415224209116424,)"
0.1,"(0.4687336064742395,)"
0.1,"(0.4747480293246641,)"
0.1,"(0.48364138509252685,)"
0.1,"(0.43048866533741575,)"
0.1,"(0.49281052542814197,)"
0.1,"(0.39341115435616086,)"
0.1,"(0.4824137532969102,)"
0.1,"(0.45598850371253713,)"
0.1,"(0.4570510840308223,)"
0.1,"(0.38608076924806467,)"
0.1,"(0.46634600604262194,)"
0.1,"(0.4831676209849155,)"
0.1,"(0.48410929395915314,)"
0.1,"(0.47739782151778687,)"
0.1,"(0.48509802470923247,)"
0.1,"(-0.1520456325674298,)"
0.1,"(0.47707748545259876,)"
0.1,"(0.2601949571099299,)"
0.1,"(0.437620366038402,)"
0.1,"(0.4513557525202785,)"
0.1,"(0.4339604601295381,)"
0.1,"(0.47743833185438395,)"
0.1,"(0.460222737581207,)"
0.1,"(0.43285067630317375,)"
0.1,"(0.41581746851008594,)"
0.1,"(0.47499511463877436,)"
0.1,"(0.438437032933733,)"
0.1,"(0.44199786348297254,)"
0.1,"(-0.41881472051918156,)"
0.1,"(0.05912025106555053,)"
0.1,"(0.47127825598537565,)"
0.1,"(0.46920765748253096,)"
0.1,"(0.47139968055258125,)"
0.1,"(0.4445249343838856,)"
0.1,"(0.44488076339183713,)"
0.1,"(0.4670387163154415,)"
0.1,"(0.44229614038685733,)"
0.1,"(0.4626836610206276,)"
0.1,"(0.4770245178514037,)"
0.1,"(0.44553391525918373,)"
0.1,"(0.41255245614847313,)"
0.1,"(0.47347534320579326,)"
0.1,"(0.4423408625580035,)"
0.1,"(0.4588666811650437,)"
0.1,"(0.43426551948998743,)"
0.1,"(0.418458814444429,)"
0.1,"(0.4785844106641487,)"
0.1,"(0.4715241884541711,)"
0.1,"(0.47220115964784315,)"
0.1,"(0.47917874324640747,)"
0.1,"(0.45768363696084324,)"
0.1,"(0.4734582259668623,)"
0.1,"(0.4865202505792965,)"
0.1,"(0.4831200111797221,)"
0.1,"(0.4708180441705411,)"
0.1,"(0.18222761505546878,)"
0.1,"(0.43414001408833763,)"
0.1,"(0.43409528232617817,)"
0.1,"(0.46604899465196986,)"
0.1,"(0.42631607205721767,)"
0.1,"(0.4767485842117678,)"
0.1,"(0.46454592808816486,)"
0.1,"(0.3942444447805037,)"
0.1,"(0.47330929534860067,)"
0.1,"(0.4779108128429041,)"
0.1,"(0.48354029768971246,)"
0.1,"(0.47470941326733324,)"
0.1,"(0.4296213751910169,)"
0.1,"(0.4331316546855225,)"
0.1,"(0.4592400209766129,)"
0.1,"(0.4418453261753553,)"
0.1,"(0.4728962587279708,)"
0.1,"(0.4606471044391045,)"
0.1,"(0.4597640281102435,)"
0.1,"(-0.40316073619158044,)"
0.1,"(0.44857583385811367,)"
0.1,"(0.4613695257605814,)"
0.1,"(0.43414903966966284,)"
0.1,"(0.43756417743287634,)"
0.1,"(0.47806314190109606,)"
0.1,"(0.48304288367552645,)"
0.1,"(0.46768842373811537,)"
0.1,"(0.4807321344553441,)"
0.1,"(0.485253691059142,)"
0.1,"(0.4712104156828347,)"
0.1,"(0.4759908612229252,)"
0.1,"(0.4708967441792001,)"
0.1,"(0.31528963002194266,)"
0.1,"(0.4158028090174959,)"
0.1,"(0.4724943286042616,)"
0.1,"(0.4368418024066594,)"
0.1,"(0.4769898734374996,)"
0.1,"(0.43394731119099145,)"
0.1,"(0.4499489041355398,)"
0.1,"(0.47543236740380984,)"
0.1,"(0.4751073337283934,)"
0.1,"(0.46621196694917866,)"
0.1,"(0.46638431774945016,)"
0.1,"(0.4773252661007225,)"
0.1,"(0.4584495952772159,)"
0.1,"(0.4533559089134348,)"
0.1,"(-0.08680777841490893,)"
0.1,"(0.4648939094170005,)"
0.1,"(0.38230542896658454,)"
0.1,"(0.4803610016909723,)"
0.1,"(0.4431310635478038,)"
0.1,"(0.40180659099518645,)"
0.1,"(0.4735378405006214,)"
0.1,"(0.3144705398873779,)"
0.25,"(0.4174024761317882,)"
0.25,"(0.4499158378999915,)"
0.25,"(0.4323000029166827,)"
0.25,"(0.41555301563942204,)"
0.25,"(0.4335488884670268,)"
0.25,"(0.44764097596031666,)"
0.25,"(0.45968622301049405,)"
0.25,"(0.4512043887163286,)"
0.25,"(0.45824938803340154,)"
0.25,"(0.43115705658474934,)"
0.25,"(0.4483964750741543,)"
0.25,"(0.42756997510011724,)"
0.25,"(0.44714377119517323,)"
0.25,"(0.4441898456153791,)"
0.25,"(0.44218657243041926,)"
0.25,"(0.44621866950724964,)"
0.25,"(0.43599480684775316,)"
0.25,"(0.44456653269460633,)"
0.25,"(0.44403440826368445,)"
0.25,"(0.44953581992520275,)"
0.25,"(0.4578618095321345,)"
0.25,"(0.39839987912541547,)"
0.25,"(0.44641788957885886,)"
0.25,"(0.4512707541109569,)"
0.25,"(0.45720257663401637,)"
0.25,"(0.42429501124331687,)"
0.25,"(0.4197067882003572,)"
0.25,"(0.4538044990891353,)"
0.25,"(0.44089070689776955,)"
0.25,"(0.44667544668152787,)"
0.25,"(-0.45957820831698976,)"
0.25,"(0.4445750339742531,)"
0.25,"(0.4562850190029766,)"
0.25,"(0.44980706555004835,)"
0.25,"(0.4561518634389198,)"
0.25,"(0.4338549608297537,)"
0.25,"(0.4522256123839019,)"
0.25,"(0.4492445067089056,)"
0.25,"(0.4395325613030608,)"
0.25,"(0.44178075614849044,)"
0.25,"(0.42241329000616107,)"
0.25,"(0.42432487569682337,)"
0.25,"(0.4519498678021771,)"
0.25,"(0.4596640901058736,)"
0.25,"(0.43919639865196325,)"
0.25,"(0.4533316850889087,)"
0.25,"(0.5233748019159495,)"
0.25,"(0.43006612562072355,)"
0.25,"(0.4514452305551976,)"
0.25,"(0.4523491807923754,)"
0.25,"(0.4595877455570598,)"
0.25,"(0.43092108330227646,)"
0.25,"(0.4512738597905941,)"
0.25,"(0.44180512440214803,)"
0.25,"(0.435054279463925,)"
0.25,"(0.4412121812070101,)"
0.25,"(0.43707070350021665,)"
0.25,"(0.4530162856135405,)"
0.25,"(0.4345628388989526,)"
0.25,"(0.44088870722360923,)"
0.25,"(0.4512148955140074,)"
0.25,"(0.4230932908897329,)"
0.25,"(0.4458219350804311,)"
0.25,"(0.44316341423424394,)"
0.25,"(0.441921035972547,)"
0.25,"(0.4552795300749056,)"
0.25,"(0.4504122454944389,)"
0.25,"(0.44378551164396557,)"
0.25,"(0.4315297517944721,)"
0.25,"(0.4565204179539971,)"
0.25,"(0.4514132804072886,)"
0.25,"(0.44344483222627396,)"
0.25,"(0.44498397876364637,)"
0.25,"(0.4355461052005545,)"
0.25,"(0.4940301493873277,)"
0.25,"(-0.35451654512483455,)"
0.25,"(0.4373134407248028,)"
0.25,"(0.4461713599644811,)"
0.25,"(0.4374414498185368,)"
0.25,"(0.4511244541040451,)"
0.25,"(-0.4436682066536591,)"
0.25,"(0.43783080067036106,)"
0.25,"(0.4524104379352856,)"
0.25,"(0.448171116689887,)"
0.25,"(0.4554684160146415,)"
0.25,"(0.4475071491368284,)"
0.25,"(0.3929645245627532,)"
0.25,"(0.45173644200248336,)"
0.25,"(0.4415037690300719,)"
0.25,"(0.43892565279708473,)"
0.25,"(0.45703692789761613,)"
0.25,"(0.450883988126737,)"
0.25,"(0.4305545805457289,)"
0.25,"(0.3541874721474131,)"
0.25,"(0.4494323694436496,)"
0.25,"(0.41365262247232687,)"
0.25,"(0.43271632436807783,)"
0.25,"(0.3481133872143087,)"
0.25,"(0.42739459898402404,)"
0.25,"(0.453910320885919,)"
0.25,"(0.44872567148560477,)"
0.25,"(0.4498503109565868,)"
0.25,"(0.4566678173004205,)"
0.25,"(0.39155102264789327,)"
0.25,"(0.45516416601934584,)"
0.25,"(0.4418562687449233,)"
0.25,"(0.441848709388732,)"
0.25,"(0.3956410324253771,)"
0.25,"(0.4306139481143083,)"
0.25,"(0.45147660626150077,)"
0.25,"(0.4290757811882744,)"
0.25,"(0.44742906201948396,)"
0.25,"(0.4569527091084759,)"
0.25,"(0.43614031308225554,)"
0.25,"(0.4447631721653419,)"
0.25,"(0.4487258121500019,)"
0.25,"(-0.04127375648665369,)"
0.25,"(0.44100680767827094,)"
0.25,"(0.4367060913400345,)"
0.25,"(0.45314828187663875,)"
0.25,"(0.4424234551579498,)"
0.25,"(0.45015858975978046,)"
0.25,"(0.45405940311289855,)"
0.25,"(0.4392905718354322,)"
0.25,"(0.42676315731646236,)"
0.25,"(0.4314162289079488,)"
0.25,"(0.4320901023462268,)"
0.25,"(0.4202154116945056,)"
0.25,"(0.4388517865025739,)"
0.25,"(0.45359481451511363,)"
0.25,"(0.4259509071222095,)"
0.25,"(0.4469586212628876,)"
0.25,"(0.40899456826021824,)"
0.25,"(0.44682447628662775,)"
0.25,"(0.40100484160707983,)"
0.25,"(0.43042183755360597,)"
0.25,"(0.453310924747816,)"
0.25,"(0.4395949839717045,)"
0.25,"(0.4274208279729457,)"
0.25,"(0.4428301079195149,)"
0.25,"(0.43180894944612286,)"
0.25,"(0.43640942954811246,)"
0.25,"(0.44716530448250863,)"
0.25,"(0.45765202430828894,)"
0.25,"(0.030889931303836916,)"
0.25,"(0.45118363823362095,)"
0.25,"(0.4429847431488585,)"
0.25,"(0.3869522191955411,)"
0.25,"(0.34484850340335893,)"
0.25,"(0.4470261506195933,)"
0.25,"(0.4401739038823366,)"
0.25,"(0.43259028246764547,)"
0.25,"(0.44524420014061067,)"
0.25,"(0.4526505558770056,)"
0.25,"(0.4553301264337894,)"
0.25,"(0.42767281706895877,)"
0.25,"(0.4359692952202382,)"
0.25,"(0.3990467448999528,)"
0.25,"(0.4568399328130978,)"
0.25,"(0.4412238394360939,)"
0.25,"(0.44329892881834765,)"
0.25,"(-0.44159241559693474,)"
0.25,"(0.4415645396667301,)"
0.25,"(0.4473429579917761,)"
0.25,"(0.4563699620962666,)"
0.25,"(0.454015152245921,)"
0.25,"(0.44122853367467313,)"
0.25,"(0.45004539759890977,)"
0.25,"(0.4417638471789366,)"
0.25,"(0.4579091778424626,)"
0.25,"(0.45163672991415543,)"
0.25,"(0.23751673081170013,)"
0.25,"(0.43928084301423653,)"
0.25,"(0.42357465964831914,)"
0.25,"(0.44931678707105566,)"
0.25,"(0.4434397580295912,)"
0.25,"(0.4493741104137304,)"
0.25,"(0.4269960045990983,)"
0.25,"(0.4187529054235774,)"
0.25,"(0.4520706521839477,)"
0.25,"(0.40574245008801657,)"
0.25,"(0.45259492376837906,)"
0.25,"(0.44683689862027054,)"
0.25,"(0.3936923650133957,)"
0.25,"(0.44669037144336193,)"
0.25,"(0.4433713062577888,)"
0.25,"(0.44246542000974015,)"
0.25,"(0.4520165043750691,)"
0.25,"(0.4570402281475506,)"
0.25,"(0.4415331969855756,)"
0.25,"(-0.265551111554321,)"
0.25,"(0.4403402295598926,)"
0.25,"(0.4393737443415295,)"
0.25,"(0.45234885069773983,)"
0.25,"(0.45388488373185976,)"
0.25,"(0.4531096712075031,)"
0.25,"(0.4046284618201744,)"
0.25,"(0.3602919637500606,)"
0.25,"(0.34085403281305,)"
0.25,"(0.44597737353247896,)"
0.25,"(0.5106355718382789,)"
0.25,"(0.5157888361126287,)"
0.25,"(0.5158217514688128,)"
0.25,"(0.5126636132743292,)"
0.25,"(0.5192784058826586,)"
0.25,"(0.5147477768509655,)"
0.25,"(0.5212494093509995,)"
0.25,"(0.5166446105125088,)"
0.25,"(0.5146802233093549,)"
0.25,"(0.514566749139613,)"
0.25,"(0.5184813304147327,)"
0.25,"(0.5162783675620181,)"
0.25,"(0.5164342205979637,)"
0.25,"(0.5147587904456005,)"
0.25,"(0.5209998201888622,)"
0.25,"(0.5153361500507639,)"
0.25,"(0.5185396187059981,)"
0.25,"(-0.4997160341053512,)"
0.25,"(0.5142516628711757,)"
0.25,"(0.5163232412387865,)"
0.25,"(0.5153686027053073,)"
0.25,"(0.515152302901457,)"
0.25,"(0.5146288267006364,)"
0.25,"(0.5139187263776257,)"
0.25,"(0.5140756456557399,)"
0.25,"(0.5237285513736039,)"
0.25,"(0.5137755935279641,)"
0.25,"(0.5134741731785517,)"
0.25,"(0.5164089341730399,)"
0.25,"(0.5101253183865718,)"
0.25,"(0.5149822337446984,)"
0.25,"(0.5214583962979404,)"
0.25,"(0.5172498036504148,)"
0.25,"(0.5133762775131832,)"
0.25,"(0.5149822159319417,)"
0.25,"(0.5143153883184323,)"
0.25,"(0.517041778892164,)"
0.25,"(0.5190919895427585,)"
0.25,"(0.5217800850327874,)"
0.25,"(0.5233733051616379,)"
0.25,"(0.5149802157547912,)"
0.25,"(0.51667019304961,)"
0.25,"(0.5124773496218692,)"
0.25,"(0.5139929733726768,)"
0.25,"(0.5180482223762505,)"
0.25,"(0.5175472441579674,)"
0.25,"(0.5078710478545063,)"
0.25,"(0.5141769628262469,)"
0.25,"(0.5210753936491872,)"
0.25,"(0.5132035859961999,)"
0.25,"(0.5148713103950319,)"
0.25,"(0.5105569611729512,)"
0.25,"(0.5144064373793912,)"
0.25,"(0.5229195083748215,)"
0.25,"(0.5172196462997419,)"
0.25,"(0.5149507621725541,)"
0.25,"(0.5127679154464632,)"
0.25,"(0.5144737013716422,)"
0.25,"(0.517120252002265,)"
0.25,"(0.5183335329113448,)"
0.25,"(0.5139382471218847,)"
0.25,"(0.5123953739160934,)"
0.25,"(0.5116577660533386,)"
0.25,"(0.5163641253300099,)"
0.25,"(0.5144523010828065,)"
0.25,"(0.521263505779786,)"
0.25,"(0.5147293631900152,)"
0.25,"(0.5099050436124554,)"
0.25,"(0.5237214824859647,)"
0.25,"(0.5137623529514791,)"
0.25,"(0.5191376568546299,)"
0.25,"(0.5216108764915051,)"
0.25,"(0.5135447329312236,)"
0.25,"(0.5178108551444666,)"
0.25,"(0.5168375490557617,)"
0.25,"(0.5072933133495103,)"
0.25,"(0.5128108733875751,)"
0.25,"(0.5145445453380759,)"
0.25,"(0.495438083378371,)"
0.25,"(0.5148322899037157,)"
0.25,"(0.513539912621451,)"
0.25,"(0.5200247308459752,)"
0.25,"(-0.5119260678006188,)"
0.25,"(0.5174557120547192,)"
0.25,"(0.51624075812014,)"
0.25,"(0.5183206076717587,)"
0.25,"(0.5166141001758243,)"
0.25,"(0.5154195648270938,)"
0.25,"(0.5120154318857442,)"
0.25,"(0.5151312152844642,)"
0.25,"(0.0660616190402631,)"
0.25,"(0.514541230321487,)"
0.25,"(0.5143650891521444,)"
0.25,"(0.5141589127657532,)"
0.25,"(0.5151729516360224,)"
0.25,"(0.5183700628810441,)"
0.25,"(0.5246658621835683,)"
0.25,"(0.52167378535061,)"
0.25,"(0.5167998105113351,)"
0.25,"(0.5169293948337794,)"
0.25,"(0.5136567265753127,)"
0.25,"(0.5219714308516479,)"
0.25,"(0.5161090120053501,)"
0.25,"(0.5192162172988626,)"
0.25,"(0.5091824994492316,)"
0.25,"(0.5204029786297061,)"
0.25,"(0.5197223522526517,)"
0.25,"(0.5147478687028406,)"
0.25,"(0.5125026736134469,)"
0.25,"(0.5129236032926352,)"
0.25,"(0.5168834578476729,)"
0.25,"(0.5174192557851106,)"
0.25,"(0.5116661686422543,)"
0.25,"(0.5146743880436476,)"
0.25,"(0.5137052742247193,)"
0.25,"(0.5142838710614989,)"
0.25,"(-0.5144453950334574,)"
0.25,"(0.18605609835718165,)"
0.25,"(0.5142799393315196,)"
0.25,"(0.5157507610926829,)"
0.25,"(0.5167592408520741,)"
0.25,"(0.5169748348843225,)"
0.25,"(0.5150834046096474,)"
0.25,"(0.5131918618511878,)"
0.25,"(0.5226161781690044,)"
0.25,"(0.5179410778352286,)"
0.25,"(0.5130829605672939,)"
0.25,"(0.5226690862616383,)"
0.25,"(0.525976471404221,)"
0.25,"(0.5149689032842354,)"
0.25,"(0.515578166716837,)"
0.25,"(0.5145013346361346,)"
0.25,"(0.5144528062755716,)"
0.25,"(0.5115027130323537,)"
0.25,"(0.5114065600462994,)"
0.25,"(0.5182713286143299,)"
0.25,"(0.5161807696449959,)"
0.25,"(0.515104709624775,)"
0.25,"(0.5230048456100167,)"
0.25,"(0.5193791869777872,)"
0.25,"(0.5141411007689749,)"
0.25,"(-0.45610986776880014,)"
0.25,"(0.5156113102732184,)"
0.25,"(0.5127164720486872,)"
0.25,"(0.5109091496064464,)"
0.25,"(0.5138659539479846,)"
0.25,"(0.5126081212248365,)"
0.25,"(0.5222023039291036,)"
0.25,"(0.5171866870162293,)"
0.25,"(0.5146254737285018,)"
0.25,"(0.5118484074623375,)"
0.25,"(0.5132570298075776,)"
0.25,"(0.5159250224638539,)"
0.25,"(0.5167484374491179,)"
0.25,"(0.5184210614900054,)"
0.25,"(0.5190677192992551,)"
0.25,"(0.5145616276928524,)"
0.25,"(0.5210675146829973,)"
0.25,"(0.5136637823230965,)"
0.25,"(0.5139303716472254,)"
0.25,"(0.5123311916654654,)"
0.25,"(0.5183849858781858,)"
0.25,"(0.5214811288670713,)"
0.25,"(0.5137974631134343,)"
0.25,"(0.5172999930927429,)"
0.25,"(0.514411101827931,)"
0.25,"(-0.5171148108254306,)"
0.25,"(0.5106733665097645,)"
0.25,"(0.5147139970567505,)"
0.25,"(0.5178786218412995,)"
0.25,"(0.51734628733513,)"
0.25,"(0.5161588678873811,)"
0.25,"(0.5146888827104122,)"
0.25,"(0.5128722744497107,)"
0.25,"(0.4976185830983599,)"
0.25,"(0.5207482588500225,)"
0.25,"(0.5233276015453706,)"
0.25,"(0.5193150464262846,)"
0.25,"(0.5159949999380117,)"
0.25,"(0.5157610635366229,)"
0.25,"(0.5072121488959878,)"
0.25,"(0.5114992433171541,)"
0.25,"(0.5194714229948837,)"
0.25,"(0.5169224196215798,)"
0.25,"(0.4331290995459073,)"
0.25,"(0.5156375617891344,)"
0.25,"(0.5129595324349687,)"
0.25,"(0.5141393760591809,)"
0.25,"(0.5213916661728312,)"
0.25,"(0.5136662247042395,)"
0.25,"(0.5126877071965111,)"
0.25,"(0.5139750529974203,)"
0.25,"(0.5085459995207977,)"
0.25,"(0.5172473629903735,)"
0.25,"(0.5180765240920359,)"
0.25,"(0.5152408187180239,)"
0.25,"(0.5074691513123321,)"
0.25,"(0.5206022723967382,)"
0.25,"(0.5048980783704072,)"
0.25,"(0.514672085347457,)"
0.25,"(0.49027852853718634,)"
0.25,"(0.48659597251992376,)"
0.25,"(0.4923737015039874,)"
0.25,"(0.4683639349108847,)"
0.25,"(0.4910324145359963,)"
0.25,"(0.49033521158329935,)"
0.25,"(0.48959736008268867,)"
0.25,"(0.48800184945310027,)"
0.25,"(0.49117212337988014,)"
0.25,"(0.48989498262536013,)"
0.25,"(0.4888997569477845,)"
0.25,"(0.48951636651811536,)"
0.25,"(0.4912689631366042,)"
0.25,"(0.48905127839169743,)"
0.25,"(0.49064368889269894,)"
0.25,"(-0.48906487310644786,)"
0.25,"(0.4881355696312821,)"
0.25,"(0.49015892620031665,)"
0.25,"(0.49210414876315683,)"
0.25,"(0.48846308892678086,)"
0.25,"(0.48937558699847633,)"
0.25,"(0.48853822399070607,)"
0.25,"(0.4901653158643687,)"
0.25,"(0.49231423279522013,)"
0.25,"(0.4887286384238738,)"
0.25,"(0.45073684360081046,)"
0.25,"(0.4867501059246145,)"
0.25,"(0.4903588769383655,)"
0.25,"(0.4923522986215359,)"
0.25,"(0.49048203182463385,)"
0.25,"(0.4839797043226145,)"
0.25,"(0.49113591510763144,)"
0.25,"(0.48870635168834636,)"
0.25,"(-0.4914611920790416,)"
0.25,"(0.48916329509831136,)"
0.25,"(0.49048291360772595,)"
0.25,"(0.49176358811767934,)"
0.25,"(0.4912874214019727,)"
0.25,"(0.4881779183567956,)"
0.25,"(0.49067764724193186,)"
0.25,"(0.48965853130701636,)"
0.25,"(0.4913712695188407,)"
0.25,"(0.47020627610081506,)"
0.25,"(0.47574598006446966,)"
0.25,"(0.48817884329876116,)"
0.25,"(0.4905705135715413,)"
0.25,"(0.49120643044965434,)"
0.25,"(0.4884823014982972,)"
0.25,"(0.49034650605862556,)"
0.25,"(0.48978887458279696,)"
0.25,"(0.49065566762113433,)"
0.25,"(0.4907209623211253,)"
0.25,"(0.4912658724948051,)"
0.25,"(0.4875589259413094,)"
0.25,"(0.48857872036665784,)"
0.25,"(0.4880212524306487,)"
0.25,"(0.4882172125378475,)"
0.25,"(0.4886795112851533,)"
0.25,"(0.4881193811233149,)"
0.25,"(0.48819562236874864,)"
0.25,"(0.4872489295163525,)"
0.25,"(0.49094854010996564,)"
0.25,"(0.4881822590397548,)"
0.25,"(0.4885722806054396,)"
0.25,"(0.48889231537213496,)"
0.25,"(0.4880256151835354,)"
0.25,"(0.4880292770836546,)"
0.25,"(0.4901648845422757,)"
0.25,"(0.4880651637668982,)"
0.25,"(0.4919532034888396,)"
0.25,"(0.49255700581423906,)"
0.25,"(0.489340896097368,)"
0.25,"(0.49089589519364,)"
0.25,"(0.5305877846884567,)"
0.25,"(-0.48808862798160685,)"
0.25,"(0.49910716889003665,)"
0.25,"(0.4826139922187225,)"
0.25,"(0.4887864682941101,)"
0.25,"(0.4921841501139264,)"
0.25,"(0.4874537463969997,)"
0.25,"(0.4908605216235108,)"
0.25,"(0.48994126279266675,)"
0.25,"(0.4918975932536537,)"
0.25,"(0.4911413379369073,)"
0.25,"(0.48923062140027296,)"
0.25,"(0.48789602010470423,)"
0.25,"(0.48805062673692734,)"
0.25,"(0.49057132956616123,)"
0.25,"(0.15169889983085955,)"
0.25,"(0.48805140413881665,)"
0.25,"(0.4879675232542246,)"
0.25,"(0.4884297675669578,)"
0.25,"(0.4885489095611119,)"
0.25,"(0.4913493991123468,)"
0.25,"(0.4878395025940682,)"
0.25,"(0.49474809283570925,)"
0.25,"(0.48831436276574747,)"
0.25,"(0.4924793753657602,)"
0.25,"(0.4903535632995658,)"
0.25,"(0.48773169211610656,)"
0.25,"(0.4878898038175623,)"
0.25,"(0.4921403620298152,)"
0.25,"(0.48889467843414,)"
0.25,"(0.49197835781773824,)"
0.25,"(0.4882350596350102,)"
0.25,"(0.49229891488435523,)"
0.25,"(0.31348683752790885,)"
0.25,"(0.4922512991515377,)"
0.25,"(0.5027573927140875,)"
0.25,"(0.49074119514892606,)"
0.25,"(0.48823164205818775,)"
0.25,"(0.4888140764283416,)"
0.25,"(0.488436279353283,)"
0.25,"(-0.488892276737829,)"
0.25,"(0.2644722474466954,)"
0.25,"(0.4879870676744342,)"
0.25,"(0.49098074330470737,)"
0.25,"(0.4904637704313372,)"
0.25,"(0.48857576434327626,)"
0.25,"(0.4909757499024764,)"
0.25,"(0.4720394970874255,)"
0.25,"(0.49193496582351026,)"
0.25,"(0.49149623071257054,)"
0.25,"(0.487444568650684,)"
0.25,"(0.4923027510181386,)"
0.25,"(0.5020821555240291,)"
0.25,"(0.4914312524987371,)"
0.25,"(0.4911589543957422,)"
0.25,"(0.48762340009178007,)"
0.25,"(0.49112026395637204,)"
0.25,"(0.49137427041590354,)"
0.25,"(0.4872403430611364,)"
0.25,"(0.49057294778592636,)"
0.25,"(0.49084930929289927,)"
0.25,"(0.4879511967841462,)"
0.25,"(0.4892240503831769,)"
0.25,"(0.48901829712454814,)"
0.25,"(0.49189026130824465,)"
0.25,"(0.48788281276001616,)"
0.25,"(0.4906362002461038,)"
0.25,"(0.4887492581557685,)"
0.25,"(0.47821035368057496,)"
0.25,"(0.4877588181283231,)"
0.25,"(0.49051542978674545,)"
0.25,"(0.4823097294528729,)"
0.25,"(0.4914328870190884,)"
0.25,"(0.4715267188619074,)"
0.25,"(0.4897077754101241,)"
0.25,"(0.4891165068442957,)"
0.25,"(0.4877436523723224,)"
0.25,"(0.48970635497943804,)"
0.25,"(0.49079766602877206,)"
0.25,"(0.491069403704648,)"
0.25,"(0.48802236556091827,)"
0.25,"(0.48991790922757644,)"
0.25,"(0.48771570129332925,)"
0.25,"(0.47806792798534,)"
0.25,"(0.48780534817559057,)"
0.25,"(0.49096463544026087,)"
0.25,"(0.4885319445843777,)"
0.25,"(-0.49423656168022834,)"
0.25,"(0.48963440471302555,)"
0.25,"(0.4916219742448213,)"
0.25,"(0.49118890370865465,)"
0.25,"(0.49110347076730465,)"
0.25,"(0.49055075283476796,)"
0.25,"(0.4889619585874589,)"
0.25,"(0.48881634595120443,)"
0.25,"(0.4917242896308073,)"
0.25,"(0.38784817048265313,)"
0.25,"(0.47548643942924873,)"
0.25,"(0.4897059912446563,)"
0.25,"(0.4912085102104604,)"
0.25,"(0.48986637730385063,)"
0.25,"(0.4920074793105102,)"
0.25,"(0.48985193887895345,)"
0.25,"(0.4898187370968735,)"
0.25,"(0.4891091187087919,)"
0.25,"(0.4874655517983786,)"
0.25,"(0.4923721176319969,)"
0.25,"(0.4902785815608788,)"
0.25,"(0.4888011137082938,)"
0.25,"(0.49095772681180005,)"
0.25,"(0.4892352101065882,)"
0.25,"(0.4888735734226538,)"
0.25,"(0.48891066267342487,)"
0.25,"(0.4881322539895196,)"
0.25,"(0.48854792496403243,)"
0.25,"(0.49064826063515515,)"
0.25,"(0.48775072730467417,)"
0.25,"(0.48812568059689226,)"
0.25,"(0.4879955704929773,)"
0.25,"(-0.48813920284894063,)"
0.25,"(0.4880040130960706,)"
0.25,"(0.48837159881080633,)"
0.25,"(0.4907922327165484,)"
0.25,"(0.48907588445172134,)"
0.25,"(0.48878398185066196,)"
0.25,"(0.49084335624689907,)"
0.25,"(0.4891343906241504,)"
0.25,"(0.5261639485258266,)"
0.25,"(0.5295949836301714,)"
0.25,"(0.5245569249870332,)"
0.25,"(0.5303983383428671,)"
0.25,"(0.5321063136608597,)"
0.25,"(0.5140699873819604,)"
0.25,"(0.5225444834293413,)"
0.25,"(0.5289147958881939,)"
