corruption_levels,cross_margin
0.1,"(0.062229407256567185,)"
0.1,"(0.20369195460541023,)"
0.1,"(0.2830866791590796,)"
0.1,"(0.3318268171434247,)"
0.1,"(-0.3072122260407401,)"
0.1,"(0.18339246895640474,)"
0.1,"(0.36005891427931314,)"
0.1,"(0.2964953091222475,)"
0.1,"(0.3747407828840264,)"
0.1,"(-0.12369992020646266,)"
0.1,"(0.5283958907189363,)"
0.1,"(0.2829205544283556,)"
0.1,"(0.14618638953795032,)"
0.1,"(0.2848732906525537,)"
0.1,"(0.0053890339694662144,)"
0.1,"(0.25066855664582843,)"
0.1,"(0.1993805960471736,)"
0.1,"(0.4834034550808803,)"
0.1,"(-0.07069204504122488,)"
0.1,"(0.3753253906593117,)"
0.1,"(0.14798343896799485,)"
0.1,"(0.42020855404367713,)"
0.1,"(0.21863935160813464,)"
0.1,"(-0.3001412107612737,)"
0.1,"(0.34415359649265337,)"
0.1,"(0.35096454058483123,)"
0.1,"(0.43148387445309133,)"
0.1,"(0.07757228791497515,)"
0.1,"(0.3325833328202329,)"
0.1,"(0.12432571301620261,)"
0.1,"(0.26905350316730287,)"
0.1,"(0.38890534035670493,)"
0.1,"(0.00400034557798357,)"
0.1,"(0.20437807041269265,)"
0.1,"(0.2689818277327402,)"
0.1,"(0.2836870137124476,)"
0.1,"(-0.0039701562363909735,)"
0.1,"(0.2476334733290917,)"
0.1,"(0.3364250765496698,)"
0.1,"(0.33667172457240035,)"
0.1,"(0.022151224561622076,)"
0.1,"(0.2767277740524872,)"
0.1,"(-0.2077896698367486,)"
0.1,"(0.4006442485289925,)"
0.1,"(0.280544103911293,)"
0.1,"(0.2974071191272435,)"
0.1,"(0.2793059419623882,)"
0.1,"(0.19399750140886052,)"
0.1,"(0.3087587459391848,)"
0.1,"(0.20763128914821005,)"
0.1,"(-0.0009114100045724511,)"
0.1,"(0.24366556398124384,)"
0.1,"(0.31775043018177723,)"
0.1,"(0.3346360567736531,)"
0.1,"(0.30703842056670516,)"
0.1,"(0.12885541686585036,)"
0.1,"(0.31502581175634803,)"
0.1,"(0.2540461292221925,)"
0.1,"(0.11965201014167735,)"
0.1,"(0.18418238021062136,)"
0.1,"(0.25472780737382167,)"
0.1,"(0.026870265482884376,)"
0.1,"(0.3257938879880522,)"
0.1,"(0.018002702913363644,)"
0.1,"(-0.2626011163696562,)"
0.1,"(0.33199576676309855,)"
0.1,"(0.19275873451755265,)"
0.1,"(0.38775123009167684,)"
0.1,"(-0.03801099309744628,)"
0.1,"(-0.09118325821073842,)"
0.1,"(0.040784378570377366,)"
0.1,"(0.09599887058887024,)"
0.1,"(0.12029342202651633,)"
0.1,"(0.29379407744969227,)"
0.1,"(0.4181572941739453,)"
0.1,"(-0.025932914234389298,)"
0.1,"(0.12093578790235683,)"
0.1,"(0.42670209716924573,)"
0.1,"(-0.03862874026941254,)"
0.1,"(0.11646993068645516,)"
0.1,"(0.3971250031043385,)"
0.1,"(-0.0046596692400143365,)"
0.1,"(-0.2755608076185656,)"
0.1,"(0.30558576382505576,)"
0.1,"(0.38186308703759236,)"
0.1,"(0.29267484904459623,)"
0.1,"(0.3216442800086419,)"
0.1,"(0.24804005738153553,)"
0.1,"(-0.14246106835897066,)"
0.1,"(0.33547046815425596,)"
0.1,"(0.22725813202540635,)"
0.1,"(0.3373516804706493,)"
0.1,"(0.3378239331115882,)"
0.1,"(0.32285660514427256,)"
0.1,"(0.30888162346189424,)"
0.1,"(0.3304976768326057,)"
0.1,"(0.3311630753243803,)"
0.1,"(0.12452668127611213,)"
0.1,"(0.4445868943636079,)"
0.1,"(-0.2328248657367262,)"
0.1,"(0.30752455144898966,)"
0.1,"(0.03694983272014393,)"
0.1,"(0.2827941914296283,)"
0.1,"(0.12276768337380832,)"
0.1,"(0.32115627178560274,)"
0.1,"(0.3299773069209057,)"
0.1,"(0.31708318867123036,)"
0.1,"(0.18965114653246948,)"
0.1,"(0.24672660945831884,)"
0.1,"(0.06641278729394408,)"
0.1,"(0.03739672652864691,)"
0.1,"(0.3507802780312106,)"
0.1,"(0.0678977840383225,)"
0.1,"(0.1678563553699034,)"
0.1,"(0.2732975762173429,)"
0.1,"(0.22915712299671281,)"
0.1,"(0.13009046853214495,)"
0.1,"(0.11534007538405448,)"
0.1,"(0.31640795225897367,)"
0.1,"(0.33635097060629393,)"
0.1,"(0.3419073542217799,)"
0.1,"(0.3338615321486511,)"
0.1,"(0.1509267040472348,)"
0.1,"(0.2691059122217945,)"
0.1,"(-0.25666937855059063,)"
0.1,"(0.33546145107849373,)"
0.1,"(0.32442556493292257,)"
0.1,"(0.26855299428138396,)"
0.1,"(0.3353335523250021,)"
0.1,"(0.02056566809192504,)"
0.1,"(-0.03365773412322151,)"
0.1,"(0.32163307860032514,)"
0.1,"(0.24208794001687517,)"
0.1,"(0.3310783863366379,)"
0.1,"(0.3744855744550254,)"
0.1,"(0.20621722414676866,)"
0.1,"(0.13706232628482976,)"
0.1,"(0.26590897826760856,)"
0.1,"(0.3355582077515438,)"
0.1,"(0.268953773865021,)"
0.1,"(-0.1301415703847117,)"
0.1,"(-0.29377167685319916,)"
0.1,"(0.27857599684755496,)"
0.1,"(0.3237140574400269,)"
0.1,"(0.3356965706864078,)"
0.1,"(0.3326666767997745,)"
0.1,"(0.200466857926591,)"
0.1,"(0.09041170706314723,)"
0.1,"(0.4296735723903707,)"
0.1,"(0.2689666527645391,)"
0.1,"(-0.07753660757697546,)"
0.1,"(0.1383355349600148,)"
0.1,"(0.04778140300885189,)"
0.1,"(0.19598731126359864,)"
0.1,"(0.030340849791638976,)"
0.1,"(0.12774087558811317,)"
0.1,"(0.31211030524781086,)"
0.1,"(0.0007761638626471516,)"
0.1,"(0.32747918068935244,)"
0.1,"(0.3049734055946612,)"
0.1,"(-0.020793480665488067,)"
0.1,"(0.31125094135135256,)"
0.1,"(0.41880856875397815,)"
0.1,"(-0.12653062504487508,)"
0.1,"(0.23612477511103752,)"
0.1,"(0.28881195906605367,)"
0.1,"(0.404121220282613,)"
0.1,"(-0.03912738974190138,)"
0.1,"(0.3586002849342561,)"
0.1,"(0.26708578575081526,)"
0.1,"(0.2586681964591141,)"
0.1,"(-0.03475235830926525,)"
0.1,"(0.22057962386006047,)"
0.1,"(0.3367620506574418,)"
0.1,"(-0.21938502406597915,)"
0.1,"(-0.3189994455744704,)"
0.1,"(0.3232847456668201,)"
0.1,"(0.06114856713642486,)"
0.1,"(0.268928994812069,)"
0.1,"(-0.3006094189047544,)"
0.1,"(0.26768636424553865,)"
0.1,"(0.3089078058810233,)"
0.1,"(0.45312991457392066,)"
0.1,"(0.1657773997460021,)"
0.1,"(0.11825724289870887,)"
0.1,"(0.10507033856056469,)"
0.1,"(0.2711736271553242,)"
0.1,"(0.19788728127746844,)"
0.1,"(0.15060682484197357,)"
0.1,"(0.33067712534807925,)"
0.1,"(0.2605837659378999,)"
0.1,"(0.15858537258848657,)"
0.1,"(0.23095563728286955,)"
0.1,"(0.10739327382756367,)"
0.1,"(0.2945066666586061,)"
0.1,"(0.430634891342102,)"
0.1,"(0.3348588347223662,)"
0.1,"(0.32189817048114805,)"
0.1,"(0.06534868999566804,)"
0.1,"(0.16677852466928228,)"
0.1,"(-0.2500906289467395,)"
0.1,"(0.07714611271305415,)"
0.1,"(0.16153135599568982,)"
0.1,"(-0.002212261416596617,)"
0.1,"(0.31978846849060133,)"
0.1,"(0.33186061612910345,)"
0.1,"(0.3251498238152861,)"
0.1,"(0.32591825141340935,)"
0.1,"(0.37612828623323447,)"
0.1,"(0.2830613660468906,)"
0.1,"(0.22248420209747966,)"
0.1,"(0.31751088509255093,)"
0.1,"(0.17635977251515317,)"
0.1,"(0.040631935371742964,)"
0.1,"(0.32722406020323597,)"
0.1,"(0.1622443010558842,)"
0.1,"(-0.06600213643676578,)"
0.1,"(0.33066093496595317,)"
0.1,"(0.37334926715032735,)"
0.1,"(0.4428025565213073,)"
0.1,"(0.3351503939759127,)"
0.1,"(0.26904828034373746,)"
0.1,"(0.33584645353508297,)"
0.1,"(-0.07616470622817319,)"
0.1,"(0.26422387077344,)"
0.1,"(-0.06021325942969934,)"
0.1,"(-0.022352862571257574,)"
0.1,"(0.30208125474831626,)"
0.1,"(-0.20171324197744553,)"
0.1,"(0.30202217413508203,)"
0.1,"(-0.3308447696245693,)"
0.1,"(0.32971635245444836,)"
0.1,"(0.22985390573913203,)"
0.1,"(0.33573721802065465,)"
0.1,"(0.23628051848814094,)"
0.1,"(0.1247024331922198,)"
0.1,"(0.30061876534851295,)"
0.1,"(0.2688893690310987,)"
0.1,"(0.3601313732430196,)"
0.1,"(0.026157446845338418,)"
0.1,"(-0.2188731598967705,)"
0.1,"(0.28314998901649585,)"
0.1,"(0.2820632239683175,)"
0.1,"(0.35948727118213125,)"
0.1,"(0.05837954168807417,)"
0.1,"(-0.3099997584211558,)"
0.1,"(0.26893160801692956,)"
0.1,"(0.1916912998229802,)"
0.1,"(0.33507255579582446,)"
0.1,"(0.33413431255312104,)"
0.1,"(0.2885986109418769,)"
0.1,"(0.32417112623535577,)"
0.1,"(-0.08774122647741595,)"
0.1,"(0.4387890539908885,)"
0.1,"(0.28955139686219117,)"
0.1,"(0.06734294277103436,)"
0.1,"(0.24369199273437803,)"
0.1,"(0.22787578900240643,)"
0.1,"(0.05162965064983029,)"
0.1,"(0.30317236298905476,)"
0.1,"(0.1934306827343914,)"
0.1,"(0.32285877645304506,)"
0.1,"(0.3325901001594408,)"
0.1,"(0.15100651100664605,)"
0.1,"(-0.07042454325524486,)"
0.1,"(0.23218707668175376,)"
0.1,"(-0.32775259784783783,)"
0.1,"(0.31422907074709916,)"
0.1,"(-0.0411181732699578,)"
0.1,"(0.46645626286355973,)"
0.1,"(0.33599670815227844,)"
0.1,"(0.3291497722953659,)"
0.1,"(0.10211923375235549,)"
0.1,"(0.23946473177360045,)"
0.1,"(0.21671663259233295,)"
0.1,"(0.44381531631964705,)"
0.1,"(-0.0013532442888434084,)"
0.1,"(0.2601928426255785,)"
0.1,"(0.2158480979098112,)"
0.1,"(0.1823295447284564,)"
0.1,"(0.2821829189454829,)"
0.1,"(0.015418230232951186,)"
0.1,"(0.2423620964737273,)"
0.1,"(0.3384990578629028,)"
0.1,"(0.33452285309226637,)"
0.1,"(-0.19783924039034348,)"
0.1,"(0.11745861627271513,)"
0.1,"(0.44327304250091315,)"
0.1,"(0.27008592159194167,)"
0.1,"(0.2821947962439298,)"
0.1,"(0.09411184139366145,)"
0.1,"(0.2623140149087032,)"
0.1,"(0.25037054721341145,)"
0.1,"(0.26180544963498875,)"
0.1,"(0.24933262393247058,)"
0.1,"(-0.3030284916744151,)"
0.1,"(-0.007971992846739105,)"
0.1,"(0.282190065697826,)"
0.1,"(0.26585048674073714,)"
0.1,"(0.3410342250494244,)"
0.1,"(0.3421057870372517,)"
0.1,"(-0.06468322002541108,)"
0.1,"(0.19505886051132762,)"
0.1,"(0.07644661914325386,)"
0.1,"(0.2413979591742728,)"
0.1,"(-0.26565199153848224,)"
0.1,"(0.14813353072069707,)"
0.1,"(0.14928744926808094,)"
0.1,"(0.27659844000512457,)"
0.1,"(0.01107050835864243,)"
0.1,"(0.4310755821488684,)"
0.1,"(-0.032856867648670615,)"
0.1,"(-0.00846305935644085,)"
0.1,"(0.09306861367262935,)"
0.1,"(0.1657479508330465,)"
0.1,"(-0.008012887641208551,)"
0.1,"(0.45901421158280925,)"
0.1,"(0.25074764766530094,)"
0.1,"(0.22472728863337904,)"
0.1,"(0.4262667120998523,)"
0.1,"(0.0011314920941456232,)"
0.1,"(0.10604713349957481,)"
0.1,"(0.4360334428984161,)"
0.1,"(-0.0035458784033108345,)"
0.1,"(0.2714222679746713,)"
0.1,"(0.44833677405222433,)"
0.1,"(0.00406021913617449,)"
0.1,"(-0.24067846251302194,)"
0.1,"(0.2503298081500522,)"
0.1,"(0.42316995667847307,)"
0.1,"(0.2505111042424427,)"
0.1,"(0.3307852802822174,)"
0.1,"(0.2729635708658527,)"
0.1,"(0.21800291870631808,)"
0.1,"(0.33963980478980665,)"
0.1,"(0.20713854558818262,)"
0.1,"(0.33879483386060066,)"
0.1,"(0.3376094236852828,)"
0.1,"(0.32945691981608494,)"
0.1,"(0.3178667989419499,)"
0.1,"(0.11842882217974113,)"
0.1,"(-0.2610993704188853,)"
0.1,"(0.2505515668907308,)"
0.1,"(0.27091295216182926,)"
0.1,"(0.054414647921505264,)"
0.1,"(0.31722911985806834,)"
0.1,"(0.1071294742675593,)"
0.1,"(0.3025506610053048,)"
0.1,"(0.31075382522062356,)"
0.1,"(0.2659565604428794,)"
0.1,"(0.25768766785638486,)"
0.1,"(0.21647270470892874,)"
0.1,"(0.04357433158326951,)"
0.1,"(0.400984635112421,)"
0.1,"(0.13379667237653292,)"
0.1,"(0.11724687238590718,)"
0.1,"(0.18549863969060837,)"
0.1,"(0.2799589488178052,)"
0.1,"(0.2505240517764927,)"
0.1,"(0.13861021874267956,)"
0.1,"(0.09938379857723693,)"
0.1,"(0.30453810281426424,)"
0.1,"(0.3005187373717943,)"
0.1,"(0.33273160992600087,)"
0.1,"(0.34339118787213746,)"
0.1,"(0.1786252615996981,)"
0.1,"(-0.05352708539451153,)"
0.1,"(0.37409560228551597,)"
0.1,"(-0.24562351977081717,)"
0.1,"(0.3354419471866274,)"
0.1,"(0.15172886930072996,)"
0.1,"(0.3104278253737326,)"
0.1,"(0.2847129684339622,)"
0.1,"(0.3378659257140728,)"
0.1,"(-0.08702271262504635,)"
0.1,"(0.25977048046094625,)"
0.1,"(0.2409694877285353,)"
0.1,"(0.2767600786819264,)"
0.1,"(0.4439843862002569,)"
0.1,"(0.2080478225858039,)"
0.1,"(0.25035909858996164,)"
0.1,"(0.10919817980936637,)"
0.1,"(0.27694520896536007,)"
0.1,"(-0.1920509126447917,)"
0.1,"(0.3330193678323567,)"
0.1,"(0.3098016631137974,)"
0.1,"(-0.14620906876802317,)"
0.1,"(0.26604894370065424,)"
0.1,"(0.2632415935305328,)"
0.1,"(0.3370727296296784,)"
0.1,"(0.2064264616717403,)"
0.1,"(0.10309014549921863,)"
0.1,"(0.296947869290399,)"
0.1,"(0.4447573785016201,)"
0.1,"(0.2504332566606765,)"
0.1,"(0.06710070322050517,)"
0.1,"(-0.06907458041428804,)"
0.1,"(0.1423863552778022,)"
0.1,"(0.038598361707311804,)"
0.1,"(0.26097344866274486,)"
0.1,"(0.10419065631350968,)"
0.1,"(0.3169513225166531,)"
0.1,"(-0.021524971214606704,)"
0.1,"(0.2602218830693401,)"
0.1,"(0.017314695401159312,)"
0.1,"(0.41277044315401046,)"
0.1,"(-0.19298186808605397,)"
0.1,"(-0.10800740102533675,)"
0.1,"(0.24575928323554536,)"
0.1,"(0.4389441381111429,)"
0.1,"(-0.051774652978884325,)"
0.1,"(0.40223394711390453,)"
0.1,"(0.25764469227356723,)"
0.1,"(0.24097379872735616,)"
0.1,"(-0.026361772970903315,)"
0.1,"(0.21058810873034392,)"
0.1,"(0.3369952339338825,)"
0.1,"(-0.1836105250418532,)"
0.1,"(-0.2534058119015888,)"
0.1,"(0.29967434863857906,)"
0.1,"(0.04882236291447625,)"
0.1,"(0.1953092686524502,)"
0.1,"(0.10378598295771885,)"
0.1,"(0.0948438809503166,)"
0.1,"(0.27482547153088166,)"
0.1,"(0.23404810345961824,)"
0.1,"(0.12609104760682954,)"
0.1,"(0.33762241277773425,)"
0.1,"(-0.28063505630541763,)"
0.1,"(0.33952902776835436,)"
0.1,"(0.1652450428042244,)"
0.1,"(0.20517209237974296,)"
0.1,"(0.011033635701483274,)"
0.1,"(0.4649896612707634,)"
0.1,"(0.2820963924886847,)"
0.1,"(0.34081869183132674,)"
0.1,"(-0.020068395598239433,)"
0.1,"(0.2974918875477436,)"
0.1,"(0.12940367461976252,)"
0.1,"(0.16951382619656227,)"
0.1,"(0.14723400750415028,)"
0.1,"(0.07979227812735606,)"
0.1,"(0.2849836728004061,)"
0.1,"(0.014448743253904741,)"
0.1,"(0.31781243635889983,)"
0.1,"(0.3254853363422612,)"
0.1,"(0.26136958200500454,)"
0.1,"(0.4247453283894197,)"
0.1,"(0.07157627565918995,)"
0.1,"(0.2574073692913371,)"
0.1,"(0.1680916374527962,)"
0.1,"(0.1864453171601574,)"
0.1,"(0.04577829556108036,)"
0.1,"(0.3225888488354763,)"
0.1,"(0.15638090650059777,)"
0.1,"(-0.06760455383644315,)"
0.1,"(0.18870865234033465,)"
0.1,"(0.31892802458502595,)"
0.1,"(0.45864729439303453,)"
0.1,"(-0.0427580233306537,)"
0.1,"(0.3317227588079113,)"
0.1,"(0.317749356208216,)"
0.1,"(0.26060915154873676,)"
0.1,"(0.34186986933085023,)"
0.1,"(0.2503110155964802,)"
0.1,"(0.19928062122627907,)"
0.1,"(-0.04268284486056505,)"
0.1,"(0.20297081064540642,)"
0.1,"(-0.0033488359852449595,)"
0.1,"(0.2912261907683266,)"
0.1,"(-0.2386713789923989,)"
0.1,"(0.34026365542723813,)"
0.1,"(0.3158067053044473,)"
0.1,"(0.20411649502758836,)"
0.1,"(0.3202954791206044,)"
0.1,"(0.2691191212321336,)"
0.1,"(-0.19832003452626545,)"
0.1,"(0.29259946467312675,)"
0.1,"(-0.2383192113130396,)"
0.1,"(0.23737611717994292,)"
0.1,"(0.27035385412170543,)"
0.1,"(0.25045735127477875,)"
0.1,"(0.19303356286289736,)"
0.1,"(-0.1736040256787037,)"
0.1,"(0.22891911778117421,)"
0.1,"(-0.089969484404489,)"
0.1,"(0.3980960042701826,)"
0.1,"(0.035354925321230864,)"
0.1,"(-0.3198153787281693,)"
0.1,"(0.134892162182146,)"
0.1,"(0.3275754560998955,)"
0.1,"(-0.309878505377598,)"
0.1,"(0.17728969787172982,)"
0.1,"(0.3813874857871824,)"
0.1,"(0.3181556419603132,)"
0.1,"(0.33068496091946786,)"
0.1,"(0.23498790385215076,)"
0.1,"(-0.08857221766269868,)"
0.1,"(0.45537269624258436,)"
0.1,"(0.07667515519532989,)"
0.1,"(0.2593920620270414,)"
0.1,"(0.2469315069808778,)"
0.1,"(0.27361807605711214,)"
0.1,"(0.25022561515822966,)"
0.1,"(0.43971622051899567,)"
0.1,"(-0.04964660809165701,)"
0.1,"(0.23247920281096068,)"
0.1,"(0.29675171041419146,)"
0.1,"(-0.06318963464374966,)"
0.1,"(0.37083907901821106,)"
0.1,"(0.27712763872727336,)"
0.25,"(-0.09964797039969067,)"
0.25,"(0.41485501810387454,)"
0.25,"(0.45400728977490823,)"
0.25,"(0.052177046486161976,)"
0.25,"(0.3079862832968359,)"
0.25,"(0.22765357472812633,)"
0.25,"(0.19849238133075478,)"
0.25,"(-0.011296063875341211,)"
0.25,"(0.3071202664604852,)"
0.25,"(0.2025039291292036,)"
0.25,"(0.26862516247812085,)"
0.25,"(0.16104507358809914,)"
0.25,"(0.24003822097195912,)"
0.25,"(-0.016808589318123048,)"
0.25,"(0.3140007032496257,)"
0.25,"(0.3114431980275484,)"
0.25,"(0.003150423734999837,)"
0.25,"(0.32821095523394483,)"
0.25,"(-0.20103590618761547,)"
0.25,"(0.10280280941550199,)"
0.25,"(0.28291605864658836,)"
0.25,"(0.02344213845523193,)"
0.25,"(0.24091664179238012,)"
0.25,"(0.2199463083087997,)"
0.25,"(0.3083468257585479,)"
0.25,"(0.2168738435490645,)"
0.25,"(-0.31693015648533684,)"
0.25,"(0.21975580069115905,)"
0.25,"(0.29532503499931917,)"
0.25,"(0.25245308945199585,)"
0.25,"(0.343296091963802,)"
0.25,"(0.30827634176262186,)"
0.25,"(-0.06715047886709667,)"
0.25,"(0.3218230534846231,)"
0.25,"(0.10905759414650162,)"
0.25,"(0.23017352434354393,)"
0.25,"(-0.34339682256438153,)"
0.25,"(0.25677091643693906,)"
0.25,"(0.17711007085976208,)"
0.25,"(0.023003057658988645,)"
0.25,"(0.315673155267007,)"
0.25,"(0.010707279774206753,)"
0.25,"(-0.2522504714192772,)"
0.25,"(0.3119256584454533,)"
0.25,"(0.21064095622993984,)"
0.25,"(0.4203624603514602,)"
0.25,"(-0.02531946622475625,)"
0.25,"(0.04782855228088771,)"
0.25,"(0.06444755131730279,)"
0.25,"(-0.013946108314173927,)"
0.25,"(0.45312066111894267,)"
0.25,"(0.21833768205550755,)"
0.25,"(0.42079336801868483,)"
0.25,"(0.0067628456459444455,)"
0.25,"(0.09285807571976144,)"
0.25,"(0.4306034921497274,)"
0.25,"(-6.536259034236066e-05,)"
0.25,"(0.3285992846226537,)"
0.25,"(0.09764123034319751,)"
0.25,"(0.4427403494497448,)"
0.25,"(-0.26180193455913636,)"
0.25,"(0.2951139069529625,)"
0.25,"(0.2639887523433414,)"
0.25,"(-0.15559577307361688,)"
0.25,"(0.2380945568412797,)"
0.25,"(0.3030694891214264,)"
0.25,"(0.3080420153517821,)"
0.25,"(0.310121705845948,)"
0.25,"(0.29722019870495753,)"
0.25,"(0.2922791015583991,)"
0.25,"(0.3218681055311856,)"
0.25,"(0.32264168332991955,)"
0.25,"(0.4388802754989148,)"
0.25,"(0.28653301453104824,)"
0.25,"(0.3263960271332347,)"
0.25,"(0.04468373129296782,)"
0.25,"(0.3085422010573231,)"
0.25,"(0.20787756240980856,)"
0.25,"(0.2680199886371163,)"
0.25,"(0.2974670975519937,)"
0.25,"(0.30383098428044264,)"
0.25,"(0.33190938948340376,)"
0.25,"(0.28019649068141556,)"
0.25,"(0.24668492943911074,)"
0.25,"(0.08735751973124702,)"
0.25,"(0.04228240013544658,)"
0.25,"(0.38521751864618,)"
0.25,"(0.170809359627197,)"
0.25,"(0.2632897532673469,)"
0.25,"(0.25741950300542166,)"
0.25,"(0.1456062085219156,)"
0.25,"(0.10849538787428381,)"
0.25,"(0.3083690654606707,)"
0.25,"(0.150658936330535,)"
0.25,"(0.3083915490220792,)"
0.25,"(-0.020465049197028646,)"
0.25,"(0.33483384158741003,)"
0.25,"(-0.2552070053614593,)"
0.25,"(0.37295843451993604,)"
0.25,"(0.3077041484050306,)"
0.25,"(0.32278146623122583,)"
0.25,"(0.3102830752650869,)"
0.25,"(0.02112212340001805,)"
0.25,"(-0.013705767854383332,)"
0.25,"(0.3328899353785174,)"
0.25,"(0.2160421234865123,)"
0.25,"(0.3012950626865263,)"
0.25,"(0.30497563130114835,)"
0.25,"(0.41645413925653313,)"
0.25,"(0.18244075830236556,)"
0.25,"(0.23281622666806312,)"
0.25,"(-0.1818551989004906,)"
0.25,"(0.31147816372266,)"
0.25,"(0.27731578608358237,)"
0.25,"(-0.13619631890487666,)"
0.25,"(-0.28602489245770246,)"
0.25,"(0.3217267105637889,)"
0.25,"(0.3072703537963167,)"
0.25,"(0.3202888131766311,)"
0.25,"(0.2170757792721631,)"
0.25,"(0.18934433366202486,)"
0.25,"(0.30030811404373975,)"
0.25,"(0.4364169704673683,)"
0.25,"(0.35387424692638303,)"
0.25,"(0.052981795111930526,)"
0.25,"(-0.08965170195197783,)"
0.25,"(0.1443719699942629,)"
0.25,"(0.049981929933279656,)"
0.25,"(0.21571716065458507,)"
0.25,"(0.08885413396266008,)"
0.25,"(0.23969188815630005,)"
0.25,"(0.12689692050227264,)"
0.25,"(0.296134595332304,)"
0.25,"(-0.010932545577798835,)"
0.25,"(0.30045363812325465,)"
0.25,"(0.3140716561660335,)"
0.25,"(0.28484413541878906,)"
0.25,"(0.42758361389814264,)"
0.25,"(-0.19581422548985944,)"
0.25,"(-0.08123346517167995,)"
0.25,"(0.1862968786431452,)"
0.25,"(0.3048763558960307,)"
0.25,"(-0.028118083913929462,)"
0.25,"(0.3992395530553391,)"
0.25,"(0.24362305143810203,)"
0.25,"(-0.03527448345345442,)"
0.25,"(0.3083915405329744,)"
0.25,"(0.31488450046834254,)"
0.25,"(-0.276503746838629,)"
0.25,"(0.3216990714352322,)"
0.25,"(0.07128666164495542,)"
0.25,"(0.2873941894444171,)"
0.25,"(-0.29555908565925937,)"
0.25,"(0.2997091285611662,)"
0.25,"(0.2888108783462904,)"
0.25,"(0.4797774065465071,)"
0.25,"(0.08094034991985892,)"
0.25,"(0.26048772384605234,)"
0.25,"(0.146947933667344,)"
0.25,"(0.12316859837317456,)"
0.25,"(-0.3187351468785945,)"
0.25,"(0.31398822553997613,)"
0.25,"(0.2237077231577604,)"
0.25,"(0.13182810494174502,)"
0.25,"(0.22875875763004194,)"
0.25,"(0.29591947393270374,)"
0.25,"(0.4509493251079284,)"
0.25,"(0.2805604006012892,)"
0.25,"(0.3083407665886028,)"
0.25,"(-0.017654715970118834,)"
0.25,"(0.3173587030175563,)"
0.25,"(0.07884132189213967,)"
0.25,"(0.1543485178274969,)"
0.25,"(0.26498419091655984,)"
0.25,"(-0.2378407649187091,)"
0.25,"(0.05946560629689341,)"
0.25,"(0.30537877417852377,)"
0.25,"(0.13713436527549155,)"
0.25,"(-0.0650528920566386,)"
0.25,"(0.30248405392532773,)"
0.25,"(0.304118332136284,)"
0.25,"(0.3369448610745195,)"
0.25,"(0.03994833398347944,)"
0.25,"(0.3085450404729674,)"
0.25,"(0.2155656650328103,)"
0.25,"(0.34346471706341375,)"
0.25,"(0.04824592289932213,)"
0.25,"(0.30639084538726347,)"
0.25,"(0.1344613878708099,)"
0.25,"(0.32146661612119415,)"
0.25,"(0.38200130705006125,)"
0.25,"(-0.05258201614181259,)"
0.25,"(0.31314756961038137,)"
0.25,"(0.3164030429948015,)"
0.25,"(0.31391188578310253,)"
0.25,"(0.25148646766483657,)"
0.25,"(0.31222569634052016,)"
0.25,"(-0.055086064760027455,)"
0.25,"(0.24820465855489654,)"
0.25,"(0.1830546686521488,)"
0.25,"(0.18635200515642902,)"
0.25,"(-0.011811363839563093,)"
0.25,"(-0.21871479552211118,)"
0.25,"(-0.3535924566730782,)"
0.25,"(0.32375296244333923,)"
0.25,"(0.23264808373327486,)"
0.25,"(0.08024037308300427,)"
0.25,"(0.3005486404193743,)"
0.25,"(-0.17760228770861272,)"
0.25,"(0.2696203843082406,)"
0.25,"(-0.32294585992157504,)"
0.25,"(0.2791889440465869,)"
0.25,"(0.30612013344103717,)"
0.25,"(0.3860780346972983,)"
0.25,"(0.22886028420284718,)"
0.25,"(0.03740231288452213,)"
0.25,"(0.16129238746289476,)"
0.25,"(0.3087306283041076,)"
0.25,"(-0.11214824750611485,)"
0.25,"(0.03531742763321934,)"
0.25,"(-0.28336871119890966,)"
0.25,"(0.1044838773296599,)"
0.25,"(0.24034149417147613,)"
0.25,"(0.29685775266588227,)"
0.25,"(-0.31342850787999205,)"
0.25,"(0.3535728711859666,)"
0.25,"(0.30792230406699483,)"
0.25,"(0.3754462158397318,)"
0.25,"(0.06181134553706216,)"
0.25,"(0.22585351336781861,)"
0.25,"(0.21778238600134606,)"
0.25,"(0.06814266449290506,)"
0.25,"(0.3061760929000706,)"
0.25,"(0.42992895527024355,)"
0.25,"(-0.04485840883081612,)"
0.25,"(0.3356765329252451,)"
0.25,"(0.3557113901590143,)"
0.25,"(0.16557030347739743,)"
0.25,"(-0.07718103877281245,)"
0.25,"(0.37750041841486404,)"
0.25,"(-0.33043366452918027,)"
0.25,"(0.30569621537901087,)"
0.25,"(-0.18339368547027246,)"
0.25,"(0.22568214864160346,)"
0.25,"(0.3653128262434641,)"
0.25,"(0.16844771682518453,)"
0.25,"(0.31441098063279904,)"
0.25,"(0.31919272962181544,)"
0.25,"(0.293011334468317,)"
0.25,"(0.2559186841120726,)"
0.25,"(0.326020208933945,)"
0.25,"(0.34505307540928903,)"
0.25,"(0.2655401811025056,)"
0.25,"(0.31314013233770294,)"
0.25,"(0.11099329274896227,)"
0.25,"(0.21287205382018415,)"
0.25,"(-0.01071578997945361,)"
0.25,"(0.45529156764358686,)"
0.25,"(0.1664338595220094,)"
